Date,Address,Rent (HKD),Area (呎),Rate,Price/sq foot,,Average price/sq foot
20/05/2024,景山閣 A室,"$34,000",1062,32,$32.02,TRUE,
19/05/2024,薄扶林道63號 2座 (Emerald House) 中層 F室,"$18,000",281,64,$64.06,TRUE,
19/05/2024,柏傲灣 1B座 低層 D室,"$19,800",488,41,$40.57,TRUE,
19/05/2024,偉景花園 5座 中層 B室,"$15,800",550,29,$28.73,TRUE,
19/05/2024,青雅苑 低層 20室,"$18,000",531,34,$33.90,TRUE,
19/05/2024,南區．左岸 2座 低層 B室,"$93,500",1612,58,$58.00,TRUE,
19/05/2024,飛揚 1期 1座 高層 H室,"$8,900",269,33,$33.09,TRUE,
19/05/2024,日出康城 5期A Malibu 3B座 高層 D室,"$19,000",545,35,$34.86,TRUE,
19/05/2024,藝里坊．2號 高層 K室,"$16,000",196,82,$81.63,TRUE,
19/05/2024,日出康城 4期A 晉海 1A座 高層 F室,"$15,500",340,46,$45.59,TRUE,
19/05/2024,英明苑 明志閣 (D座) 高層 3室,"$13,800",401,34,$34.41,TRUE,
19/05/2024,昇悅居 2座 低層 D室,"$17,000",489,35,$34.76,TRUE,
19/05/2024,新都城 1期 6座 中層 F室,"$16,000",364,44,$43.96,TRUE,
19/05/2024,蔚藍東岸 5座 低層 H室,"$11,800",237,50,$49.79,TRUE,
19/05/2024,新葵興花園 A座 低層 8室,"$16,000",480,33,$33.33,TRUE,
19/05/2024,好運中心 竹林閣 (D1座) 高層 H室,"$17,500",427,41,$40.98,TRUE,
19/05/2024,銀禧花園 5座 高層 A室,"$16,650",506,33,$32.91,TRUE,
19/05/2024,沙田第一城 3期 31座 高層 D室,"$12,600",327,39,$38.53,TRUE,
19/05/2024,珀麗灣 1期 17座 中層 D室,"$13,200",378,35,$34.92,TRUE,
19/05/2024,囍匯 2期 2座 低層 A室,"$39,000",761,51,$51.25,TRUE,
19/05/2024,廣堅大廈 中層 C室,"$22,000",436,50,$50.46,TRUE,
19/05/2024,海日灣II 8座 高層 E室,"$13,000",276,47,$47.10,TRUE,
19/05/2024,海怡半島 3期 美暉閣 (17座) 低層 B室,"$20,000",618,32,$32.36,TRUE,
19/05/2024,柏傲莊 1期 2座 (2A) 高層 E室,"$19,000",323,59,$58.82,TRUE,
19/05/2024,荃錦中心 1座 高層 G室,"$14,300",375,38,$38.13,TRUE,
19/05/2024,荃灣中心 太原樓 (17座) 低層 E室,"$10,000",329,30,$30.40,TRUE,
19/05/2024,御海灣 2期 1座 低層 J室,"$15,600",433,36,$36.03,TRUE,
19/05/2024,嘉湖山莊 1期 樂湖居 12座 中層 F室,"$11,500",449,26,$25.61,TRUE,
19/05/2024,御庭居 1座 中層 F室,"$13,000",471,28,$27.60,TRUE,
19/05/2024,映灣園 4期 聽濤軒 16座 低層 A室,"$26,000",912,29,$28.51,TRUE,
19/05/2024,映灣園 4期 聽濤軒 15座 高層 H室,"$24,000",930,26,$25.81,TRUE,
18/05/2024,新港城 5期 海濤居 1座 高層 A室,"$29,500",932,32,$31.65,TRUE,
18/05/2024,日出康城 8期 Sea To Sky 2座 低層 B室,"$26,000",749,35,$34.71,TRUE,
18/05/2024,兆安苑 定基閣 (J座) 高層 5室,"$11,200",495,23,$22.63,TRUE,
18/05/2024,沙田第一城 5期 46座 中層 E室,"$13,000",284,46,$45.77,TRUE,
18/05/2024,好運中心 桂林閣 (D2座) 高層 B室,"$15,500",390,40,$39.74,TRUE,
18/05/2024,寶恆閣 中層 B室,"$23,300",555,42,$41.98,TRUE,
18/05/2024,海日灣II 5座 中層 F室,"$21,500",586,37,$36.69,TRUE,
18/05/2024,沙田第一城 1期 9座 低層 C室,"$13,300",327,41,$40.67,TRUE,
18/05/2024,蔚藍灣畔 7座 低層 D室,"$18,500",489,38,$37.83,TRUE,
18/05/2024,寶馬山花園 1期 8座 低層 A室,"$39,000",845,46,$46.15,TRUE,
18/05/2024,康怡花園 P座 (9-16室) 中層 14室,"$19,600",466,42,$42.06,TRUE,
18/05/2024,豐和大廈 中層 A室,"$18,000",491,37,$36.66,TRUE,
18/05/2024,日出康城 9期A Marini 3座 (3B) 高層 E室,"$14,800",377,39,$39.26,TRUE,
18/05/2024,日出康城 7期B Grand Montara 1座 (1A) 高層 B室,"$24,500",760,32,$32.24,TRUE,
18/05/2024,蔚藍灣畔 1座 中層 F室,"$23,500",654,36,$35.93,TRUE,
18/05/2024,港灣豪庭 2期 9座 中層 E室,"$16,500",348,47,$47.41,TRUE,
18/05/2024,啟德1號 I 大廈第1座 高層 J室,"$32,000",833,38,$38.42,TRUE,
18/05/2024,曉悅 低層 C室,"$11,000",193,57,$56.99,TRUE,
18/05/2024,將軍澳中心 1期 6座 中層 G室,"$23,500",687,34,$34.21,TRUE,
18/05/2024,蔚藍灣畔 2座 中層 D室,"$23,300",653,36,$35.68,TRUE,
18/05/2024,曦臺 1座 高層 E室,"$18,000",495,36,$36.36,TRUE,
18/05/2024,玖瓏山 日瓏閣 第2座 低層 D室,"$22,000",735,30,$29.93,TRUE,
18/05/2024,藍天海岸 1期 5座 低層 B室,"$28,000",874,32,$32.04,TRUE,
18/05/2024,浪澄灣 6座 低層 B室,"$35,500",762,47,$46.59,TRUE,
18/05/2024,君匯港 名匯 (3座) 低層 F室,"$23,000",541,43,$42.51,TRUE,
18/05/2024,映灣園 1期 賞濤軒 3座 中層 F室,"$16,300",494,33,$33.00,TRUE,
18/05/2024,龍豐花園 C座 中層 C7室,"$13,500",502,27,$26.89,TRUE,
18/05/2024,上源 3B座 高層 D室,"$24,000",781,31,$30.73,TRUE,
18/05/2024,港灣豪庭 1期 3座 低層 G室,"$22,000",532,41,$41.35,TRUE,
18/05/2024,日出康城 4期B 晉海ll 5B座 低層 E室,"$19,500",597,33,$32.66,TRUE,
18/05/2024,珠城大廈 C座 高層 C6室,"$21,000",493,43,$42.60,TRUE,
18/05/2024,囍匯 2期 2座 中層 M室,"$32,000",515,62,$62.14,TRUE,
18/05/2024,日出康城 9期A Marini 3座 (3B) 中層 B室,"$15,300",370,41,$41.35,TRUE,
18/05/2024,屯門市廣場 1期 3座 低層 E室,"$12,000",392,31,$30.61,TRUE,
18/05/2024,兆禧苑 安禧閣 (A座) 中層 10室,"$10,000",415,24,$24.10,TRUE,
18/05/2024,維壹 低層 D室,"$56,000",1127,50,$49.69,TRUE,
18/05/2024,囍匯 2期 2座 中層 C室,"$26,000",443,59,$58.69,TRUE,
18/05/2024,海怡半島 4期 御庭園 御柳居 (25座) 高層 A室,"$18,000",513,35,$35.09,TRUE,
18/05/2024,萬景峯 5座 高層 D室,"$22,300",523,43,$42.64,TRUE,
18/05/2024,全．城匯 6座 中層 C室,"$20,500",522,39,$39.27,TRUE,
18/05/2024,大興花園 2期 5座 高層 D室,"$12,000",464,26,$25.86,TRUE,
18/05/2024,玖瓏山 傲瓏閣 第1座 低層 B室,"$35,000",913,38,$38.34,TRUE,
18/05/2024,飛揚 1期 2座 高層 B室,"$14,500",463,31,$31.32,TRUE,
18/05/2024,盈翠半島 2期 7座 中層 G室,"$24,300",670,36,$36.27,TRUE,
18/05/2024,灝景灣 3期 9座 高層 F室,"$19,000",498,38,$38.15,TRUE,
18/05/2024,Yoho Town 1期 6座 低層 A室,"$13,900",422,33,$32.94,TRUE,
18/05/2024,瑧頤 低層 A7室,"$11,200",291,38,$38.49,TRUE,
18/05/2024,浪澄灣 6座 高層 C室,"$23,500",549,43,$42.81,TRUE,
18/05/2024,尚悅 9座 低層 F室,"$11,000",354,31,$31.07,TRUE,
17/05/2024,殷樺花園 第一期 高層 A室,"$35,500",832,43,$42.67,TRUE,
17/05/2024,星漣海 2A座 低層 A室,"$45,000",1660,27,$27.11,TRUE,
17/05/2024,星漣海 1座 低層 A室,"$30,000",1199,25,$25.02,TRUE,
17/05/2024,銀湖‧天峰 7座 低層 F室,"$18,000",564,32,$31.91,TRUE,
17/05/2024,新都城 3期 都會豪庭 3座 高層 B室,"$16,000",406,39,$39.41,TRUE,
17/05/2024,萬景峯 3座 中層 C室,"$33,000",830,40,$39.76,TRUE,
17/05/2024,寶翠園 2期 5座 低層 H室,"$50,000",1077,46,$46.43,TRUE,
17/05/2024,華豐大廈 低層 E室,"$13,000",601,22,$21.63,TRUE,
17/05/2024,城軒 高層 A室,"$21,000",506,42,$41.50,TRUE,
17/05/2024,啟德1號 I 大廈第2座 高層 F室,"$22,000",507,43,$43.39,TRUE,
17/05/2024,將軍澳廣場 1期 3A座 中層 H室,"$17,500",470,37,$37.23,TRUE,
17/05/2024,傲寓 低層 C室,"$14,300",305,47,$46.89,TRUE,
17/05/2024,匯璽 5期 匯璽III 6座 高層 D室,"$22,500",398,57,$56.53,TRUE,
17/05/2024,眀徳山 中層 B室,"$21,000",314,67,$66.88,TRUE,
17/05/2024,Monaco 2期 Grande Monaco 1A座 低層 C室,"$19,000",441,43,$43.08,TRUE,
17/05/2024,日出康城 3期A 緻藍天 翠堤 (2座) 中層 LC室,"$23,500",750,31,$31.33,TRUE,
17/05/2024,新葵芳花園 D座 低層 3室,"$16,000",408,39,$39.22,TRUE,
17/05/2024,黃埔花園 10期 綠榕苑 3座 高層 E室,"$31,000",833,37,$37.21,TRUE,
17/05/2024,宏豐臺2號 B室,"$66,000",1539,43,$42.88,TRUE,
17/05/2024,東堤灣畔 1期 2座 中層 D室,"$17,500",521,34,$33.59,TRUE,
17/05/2024,河畔花園 B座 低層 7室,"$12,000",242,50,$49.59,TRUE,
17/05/2024,嘉湖山莊 6期 美湖居 2座 中層 A室,"$13,000",629,21,$20.67,TRUE,
17/05/2024,牽晴間 7座 低層 A室,"$12,000",384,31,$31.25,TRUE,
17/05/2024,環宇海灣 7座 高層 B室,"$18,000",497,36,$36.22,TRUE,
17/05/2024,The Austin 1A座 低層 C室,"$22,000",463,48,$47.52,TRUE,
17/05/2024,赤柱村道43號 C室,"$50,000",1280,39,$39.06,TRUE,
17/05/2024,深灣軒 1座 中層 G室,"$19,500",480,41,$40.63,TRUE,
17/05/2024,河畔花園 E座 低層 2室,"$12,500",269,46,$46.47,TRUE,
17/05/2024,麗港城 4期 9座 高層 F室,"$18,000",517,35,$34.82,TRUE,
16/05/2024,新港城 1期 B座 高層 4室,"$20,500",568,36,$36.09,TRUE,
16/05/2024,偉華中心 2座 中層 E室,"$15,500",358,43,$43.30,TRUE,
16/05/2024,蝶翠峰 5期 尚悅‧嶺 1座 低層 G室,"$10,500",254,41,$41.34,TRUE,
16/05/2024,峻弦 2座 低層 D室,"$18,500",497,37,$37.22,TRUE,
16/05/2024,碧海藍天 3座 中層 F室,"$19,000",496,38,$38.31,TRUE,
16/05/2024,寶翠園 1期 3座 高層 F室,"$45,000",954,47,$47.17,TRUE,
16/05/2024,御皇庭 1座 低層 G室,"$12,000",414,29,$28.99,TRUE,
16/05/2024,譽‧港灣 7座 中層 F室,"$23,000",511,45,$45.01,TRUE,
16/05/2024,新城中心 3座 中層 D室,"$12,500",287,44,$43.55,TRUE,
16/05/2024,逸瓏灣 ll 大廈9座 低層 F室,"$22,500",619,36,$36.35,TRUE,
16/05/2024,蔚藍灣畔 7座 中層 A室,"$32,800",943,35,$34.78,TRUE,
16/05/2024,錦繡花園 E段第一街,"$20,000",891,22,$22.45,TRUE,
16/05/2024,碧堤半島 2期 5座 高層 G室,"$16,500",524,31,$31.49,TRUE,
16/05/2024,The Richmond 高層 C室,"$14,800",206,72,$71.84,TRUE,
16/05/2024,杏花邨 31座 低層 3室,"$18,000",499,36,$36.07,TRUE,
16/05/2024,帝御 2期 帝御‧星濤 1座 低層 11室,"$8,300",208,40,$39.90,TRUE,
16/05/2024,翠雅園 中層 A室,"$22,500",653,34,$34.46,TRUE,
16/05/2024,君譽峰 低層 G室,"$17,600",287,61,$61.32,TRUE,
16/05/2024,新寶城 5座 低層 B室,"$15,300",377,41,$40.58,TRUE,
16/05/2024,Kadooria 高層 115號,"$63,000",1267,50,$49.72,TRUE,
16/05/2024,Oasis Kai Tak 5座 高層 B室,"$25,000",533,47,$46.90,TRUE,
16/05/2024,St. George's Mansions 2座 中層 A室,"$150,000",1755,85,$85.47,TRUE,
16/05/2024,St. George's Mansions 2座 中層 B室,"$150,000",1752,86,$85.62,TRUE,
16/05/2024,霞明閣 C座 中層 C1室,"$25,000",761,33,$32.85,TRUE,
16/05/2024,嘉峯匯 1A座 中層 C室,"$23,500",506,46,$46.44,TRUE,
16/05/2024,瓏碧 中層 D室,"$21,000",409,51,$51.34,TRUE,
16/05/2024,都會駅 1期 1座 低層 H室,"$33,800",888,38,$38.06,TRUE,
16/05/2024,葵涌廣場 3座 高層 E室,"$14,000",318,44,$44.03,TRUE,
16/05/2024,日出康城 6期 Lp6 1座 中層 H室,"$18,000",506,36,$35.57,TRUE,
16/05/2024,映灣園 2期 映濤軒 7座 中層 B室,"$19,300",728,27,$26.51,TRUE,
16/05/2024,翠濤閣 2座 中層 F室,"$15,400",477,32,$32.29,TRUE,
16/05/2024,快活閣 中層 A室(25號),"$23,000",639,36,$35.99,TRUE,
16/05/2024,君匯港 5座 高層 D室,"$23,800",478,50,$49.79,TRUE,
16/05/2024,麗城花園 2期 7座 低層 F室,"$16,000",572,28,$27.97,TRUE,
16/05/2024,太湖花園 1期 8座 低層 B室,"$15,000",526,29,$28.52,TRUE,
16/05/2024,珀麗灣 3期 25座 低層 E室,"$14,300",490,29,$29.18,TRUE,
16/05/2024,九肚山峰,"$114,800",2613,44,$43.93,TRUE,
16/05/2024,yoo Residence 低層 B室,"$19,000",370,51,$51.35,TRUE,
16/05/2024,浪澄灣 5座 低層 C室,"$18,750",564,33,$33.24,TRUE,
16/05/2024,美漢大廈 低層 H室,"$20,000",400,50,$50.00,TRUE,
16/05/2024,太古城 海景花園(東) 美菊閣 (39座) 中層 G室,"$39,000",1015,38,$38.42,TRUE,
16/05/2024,綠怡居 3座 高層 H室,"$11,200",482,23,$23.24,TRUE,
16/05/2024,康威花園 A座 高層 2室,"$19,000",412,46,$46.12,TRUE,
16/05/2024,嘉湖山莊 2期 賞湖居 6座 中層 E室,"$11,000",448,25,$24.55,TRUE,
16/05/2024,兆禧苑 安禧閣 (A座) 高層 5室,"$10,000",363,28,$27.55,TRUE,
16/05/2024,薈蕎 2翼 中層 B8室,"$15,000",389,39,$38.56,TRUE,
16/05/2024,比華利山 H座 高層 2室,"$66,000",1334,49,$49.48,TRUE,
16/05/2024,奕翠園 8座 中層 H室,"$24,000",1022,23,$23.48,TRUE,
16/05/2024,藍天海岸 3期 影岸‧紅 B座 (8座) 低層 H室,"$18,500",539,34,$34.32,TRUE,
15/05/2024,藝里坊．2號 高層 E室,"$18,000",252,71,$71.43,TRUE,
15/05/2024,金碧閣 低層 A室,"$23,500",496,47,$47.38,TRUE,
15/05/2024,倚南 高層 C室,"$21,500",450,48,$47.78,TRUE,
15/05/2024,置富花園 富榮苑 (H-19座) 中層 H室,"$15,500",439,35,$35.31,TRUE,
15/05/2024,銀湖‧天峰 7座 高層 B室,"$26,000",762,34,$34.12,TRUE,
15/05/2024,寶翠園 2期 5座 低層 D室,"$53,000",1097,48,$48.31,TRUE,
15/05/2024,銀湖‧天峰 3座 低層 G室,"$18,500",556,33,$33.27,TRUE,
15/05/2024,粉嶺中心 1期 F座 高層 6室,"$14,500",535,27,$27.10,TRUE,
15/05/2024,天鑄 2期 5座 高層 D室,"$54,800",1065,51,$51.46,TRUE,
15/05/2024,粉嶺名都 龍騰閣 (4座) 低層 H室,"$11,000",376,29,$29.26,TRUE,
15/05/2024,海之戀 3期 8座 中層 D室,"$22,200",512,43,$43.36,TRUE,
15/05/2024,灝景灣 3期 10座 高層 H室,"$25,800",703,37,$36.70,TRUE,
15/05/2024,碧堤半島 1期 8座 高層 E室,"$15,800",521,30,$30.33,TRUE,
15/05/2024,麗港城 1期 1座 中層 D室,"$21,000",687,31,$30.57,TRUE,
15/05/2024,金獅花園 2期 金貴閣 (B座) 高層 1室,"$12,300",306,40,$40.20,TRUE,
15/05/2024,御半山 2期 2B座 中層 D室,"$13,200",412,32,$32.04,TRUE,
15/05/2024,綠楊新邨 B座 低層 3室,"$15,000",451,33,$33.26,TRUE,
15/05/2024,清麗苑 麗泰閣 (D座) 高層 10室,"$14,800",388,38,$38.14,TRUE,
15/05/2024,上水中心 6座 中層 A室,"$16,500",623,26,$26.48,TRUE,
15/05/2024,采葉庭 12座 中層 A室,"$13,500",460,29,$29.35,TRUE,
15/05/2024,貝沙灣 6期 Bel-Air No. 8 3座 中層 B室,"$33,000",698,47,$47.28,TRUE,
15/05/2024,愉景灣 1期明翠台 觀峰樓 高層 F室,"$12,800",440,29,$29.09,TRUE,
15/05/2024,愉景灣 10期 時峰 時峰l 中層 E室,"$11,000",440,25,$25.00,TRUE,
15/05/2024,城軒 低層 B室,"$28,000",710,39,$39.44,TRUE,
15/05/2024,城軒 低層 B室,"$28,000",710,39,$39.44,TRUE,
15/05/2024,城軒 低層 A室,"$18,000",506,36,$35.57,TRUE,
15/05/2024,城軒 低層 A室,"$19,000",506,38,$37.55,TRUE,
15/05/2024,城軒 中層 A室,"$19,000",506,38,$37.55,TRUE,
15/05/2024,瑧尚 低層 A3室,"$15,500",299,52,$51.84,TRUE,
15/05/2024,沙田第一城 5期 49座 低層 C室,"$13,500",304,44,$44.41,TRUE,
15/05/2024,大埔中心 5期 16座 中層 C室,"$13,300",384,35,$34.64,TRUE,
15/05/2024,彩蒲苑 彩碧閣 (C座) 高層 16室,"$11,300",338,33,$33.43,TRUE,
15/05/2024,城軒 低層 A室,"$18,500",506,37,$36.56,TRUE,
15/05/2024,城軒 低層 A室,"$19,000",506,38,$37.55,TRUE,
15/05/2024,譽‧港灣 6座 低層 E室,"$20,600",535,39,$38.50,TRUE,
15/05/2024,城軒 高層 B室,"$28,000",710,39,$39.44,TRUE,
15/05/2024,嘉匯 9座 低層 F室,"$26,800",605,44,$44.30,TRUE,
15/05/2024,城軒 中層 A室,"$20,500",506,41,$40.51,TRUE,
15/05/2024,城軒 低層 A室,"$19,500",506,39,$38.54,TRUE,
15/05/2024,港島南岸 1期 晉環 1座 (1A) 中層 C室,"$31,500",612,51,$51.47,TRUE,
15/05/2024,香港黃金海岸 10座 高層 B室,"$16,500",680,24,$24.26,TRUE,
15/05/2024,帝御 1期 帝御‧金灣 5座 高層 10室,"$8,500",214,40,$39.72,TRUE,
15/05/2024,Grand Austin 5A座 低層 B室,"$29,000",580,50,$50.00,TRUE,
15/05/2024,日出康城 10期 LP10 2座 (2B) 低層 E室,"$17,300",488,35,$35.45,TRUE,
15/05/2024,德福花園 E座 中層 6室,"$18,000",538,33,$33.46,TRUE,
15/05/2024,德福花園 U座 高層 16室,"$18,000",588,31,$30.61,TRUE,
15/05/2024,雍景臺 2座 高層 G室,"$52,000",1119,46,$46.47,TRUE,
15/05/2024,沙田第一城 4期 38座 中層 B室,"$13,000",284,46,$45.77,TRUE,
15/05/2024,御金‧國峰 6座 高層 A室,"$21,500",466,46,$46.14,TRUE,
15/05/2024,美孚新邨 7期 萬事達廣場15-17號 高層 17號C室,"$17,500",466,38,$37.55,TRUE,
15/05/2024,清麗苑 麗建閣 (C座) 高層 10室,"$13,200",388,34,$34.02,TRUE,
15/05/2024,美孚新邨 2期 百老匯街33-35號 低層 35號D室,"$28,000",869,32,$32.22,TRUE,
15/05/2024,Silicon Hill 1期 翠景閣 第3座 中層 B8室,"$14,000",291,48,$48.11,TRUE,
15/05/2024,柏傲莊 2期 5座 (5A) 低層 C室,"$23,500",477,49,$49.27,TRUE,
15/05/2024,傲玟 2座 中層 A室,"$69,000",1399,49,$49.32,TRUE,
15/05/2024,玉龍樓 低層 D室,"$9,800",300,33,$32.67,TRUE,
15/05/2024,將軍澳中心 1期 7座 高層 E室,"$16,500",384,43,$42.97,TRUE,
15/05/2024,傲瀧,"$120,000",2947,41,$40.72,TRUE,
15/05/2024,將軍澳中心 2期 11座 高層 F室,"$16,500",406,41,$40.64,TRUE,
15/05/2024,錦繡花園 M段第一街,"$24,800",840,30,$29.52,TRUE,
15/05/2024,維景灣畔 3期 13 座 低層 A室,"$20,000",666,30,$30.03,TRUE,
15/05/2024,日出康城 9期B Grand Marini 2座 (2B) 中層 C室,"$19,000",546,35,$34.80,TRUE,
15/05/2024,Wetland Seasons Bay 1期 5A座 低層 C9室,"$12,000",334,36,$35.93,TRUE,
15/05/2024,嘉湖山莊 6期 美湖居 3座 中層 H室,"$12,800",544,24,$23.53,TRUE,
15/05/2024,嘉湖山莊 5期 麗湖居 10座 高層 A室,"$13,000",635,20,$20.47,TRUE,
15/05/2024,香港花園 低層 D室,"$68,000",1991,34,$34.15,TRUE,
15/05/2024,南里壹號 高層 3室,"$20,500",268,76,$76.49,TRUE,
15/05/2024,錦繡花園 M段第五街,"$23,000",950,24,$24.21,TRUE,
15/05/2024,加多利園,"$33,000",1981,17,$16.66,TRUE,
15/05/2024,加州花園 1期A 爵仕居 翠柏路,"$31,000",1198,26,$25.88,TRUE,
15/05/2024,海韻花園 4座 高層 C室,"$13,300",630,21,$21.11,TRUE,
15/05/2024,海韻花園 4座 低層 A室,"$15,500",681,23,$22.76,TRUE,
15/05/2024,慧景臺 A座 高層 4室,"$37,000",735,50,$50.34,TRUE,
15/05/2024,富澤花園 富慧閣 低層 A室,"$30,000",798,38,$37.59,TRUE,
15/05/2024,藍灣半島 7座 高層 F室,"$17,000",455,37,$37.36,TRUE,
15/05/2024,豪景花園 3期 17座 低層 C室,"$15,500",792,20,$19.57,TRUE,
15/05/2024,豪景花園 1期 碧華閣 (6座) 低層 C室,"$8,500",365,23,$23.29,TRUE,
15/05/2024,深灣9號 8座 中層 A室,"$63,000",1342,47,$46.94,TRUE,
15/05/2024,博文閣 B座 高層 B3室,"$33,000",769,43,$42.91,TRUE,
15/05/2024,金庭居 中層 C室,"$17,000",304,56,$55.92,TRUE,
15/05/2024,城軒 高層 A室,"$22,000",506,43,$43.48,TRUE,
15/05/2024,天晉 ll 1A座 低層 B室,"$36,000",944,38,$38.14,TRUE,
15/05/2024,海逸豪園 5期(IVB) 翠堤灣 22座 低層 D室,"$18,000",540,33,$33.33,TRUE,
15/05/2024,海逸豪園 5期(IVB) 翠堤灣 22座 低層 E室,"$18,000",543,33,$33.15,TRUE,
15/05/2024,日出康城 7期B Grand Montara 1座 (1A) 低層 A室,"$23,500",789,30,$29.78,TRUE,
15/05/2024,一號‧西九龍 1座 高層 C室,"$30,000",864,35,$34.72,TRUE,
15/05/2024,Grand Austin 2A座 中層 B室,"$30,000",592,51,$50.68,TRUE,
15/05/2024,龍譽 2B座 低層 F室,"$36,000",864,42,$41.67,TRUE,
15/05/2024,麗港城 3期 34座 中層 H室,"$22,000",748,29,$29.41,TRUE,
15/05/2024,淘大花園 1期 G座 中層 3室,"$14,800",375,39,$39.47,TRUE,
15/05/2024,日出康城 9期B Grand Marini 2座 (2A) 高層 D室,"$18,200",479,38,$38.00,TRUE,
15/05/2024,峻瀅 1期 2座 中層 F室,"$15,800",498,32,$31.73,TRUE,
15/05/2024,將軍澳中心 1期 6座 中層 E室,"$17,000",465,37,$36.56,TRUE,
15/05/2024,日出康城 8期 Sea To Sky 3座 中層 H室,"$24,500",753,33,$32.54,TRUE,
15/05/2024,東港城 3座 高層 A室,"$17,500",524,33,$33.40,TRUE,
15/05/2024,碧麗閣 F座 中層 F1室,"$25,500",612,42,$41.67,TRUE,
15/05/2024,荔灣花園 A座 低層 A2室,"$14,000",435,32,$32.18,TRUE,
15/05/2024,匯璽 3期 匯璽ll 5B座 高層 E室,"$16,000",270,59,$59.26,TRUE,
15/05/2024,蔚藍東岸 3座 低層 A室,"$18,500",506,37,$36.56,TRUE,
15/05/2024,泓景臺 2期 8座 低層 H室,"$19,500",477,41,$40.88,TRUE,
15/05/2024,淘大花園 1期 B座 中層 2室,"$15,300",390,39,$39.23,TRUE,
15/05/2024,天晉 天晉 3座 低層 C室,"$22,000",539,41,$40.82,TRUE,
15/05/2024,碧華閣 A座 高層 A2室,"$42,000",1058,40,$39.70,TRUE,
15/05/2024,昇悅居 2座 低層 B室,"$19,000",517,37,$36.75,TRUE,
15/05/2024,星匯居 2座 中層 D室,"$18,000",527,34,$34.16,TRUE,
15/05/2024,海悅豪園 2座 低層 E室,"$16,000",--,--,#VALUE!,FALSE,
15/05/2024,藍塘傲 6座 中層 E室,"$17,000",441,39,$38.55,TRUE,
15/05/2024,海悅豪園 2座 高層 G室,"$17,000",427,40,$39.81,TRUE,
15/05/2024,蔚藍灣畔 5座 中層 H室,"$22,000",653,34,$33.69,TRUE,
15/05/2024,麗港城 1期 2座 低層 C室,"$15,000",517,29,$29.01,TRUE,
15/05/2024,麗港城 1期 5座 中層 A室,"$22,000",748,29,$29.41,TRUE,
15/05/2024,Henley Park 1B座 低層 K室,"$14,500",250,58,$58.00,TRUE,
15/05/2024,淘大花園 3B期 R座 中層 1室,"$16,200",460,35,$35.22,TRUE,
15/05/2024,將軍澳廣場 1期 3座 低層 D室,"$16,800",445,38,$37.75,TRUE,
15/05/2024,旭輝臺 1座 高層 F室,"$17,200",639,27,$26.92,TRUE,
15/05/2024,港灣豪庭 2期 5座 高層 A室,"$18,000",369,49,$48.78,TRUE,
15/05/2024,日出康城 8期 Sea To Sky 2座 低層 B室,"$26,250",749,35,$35.05,TRUE,
15/05/2024,匯璽 2A期 2A座 中層 C室,"$29,500",534,55,$55.24,TRUE,
15/05/2024,新葵興花園 C座 低層 2室,"$18,000",570,32,$31.58,TRUE,
15/05/2024,海翩匯 6座 高層 H室,"$31,500",773,41,$40.75,TRUE,
15/05/2024,日出康城 1期 首都 威士拿 (6座-右翼) 低層 C室,"$16,600",517,32,$32.11,TRUE,
15/05/2024,天鑄 1期 6座 低層 B室,"$51,000",952,54,$53.57,TRUE,
15/05/2024,陶源 低層 A室,"$36,000",752,48,$47.87,TRUE,
15/05/2024,瓏門 1期 1座 中層 B室,"$28,000",858,33,$32.63,TRUE,
15/05/2024,寶馬山花園 2期 11座 低層 C室,"$23,000",588,39,$39.12,TRUE,
15/05/2024,聚賢居 1座 低層 C室,"$40,000",809,49,$49.44,TRUE,
15/05/2024,柏傲灣 1A座 高層 B室,"$36,000",826,44,$43.58,TRUE,
15/05/2024,綠楊新邨 P座 高層 5室,"$18,300",582,31,$31.44,TRUE,
15/05/2024,周合成大廈 中層 A室,"$13,000",284,46,$45.77,TRUE,
15/05/2024,朗逸峰 1期 2座 中層 B室,"$26,000",966,27,$26.92,TRUE,
15/05/2024,綠楊新邨 J座 高層 3室,"$15,800",445,36,$35.51,TRUE,
15/05/2024,迎海 2期 迎海‧星灣 19座 中層 G室,"$23,800",564,42,$42.20,TRUE,
15/05/2024,薈晴 1座 低層 B06室,"$13,700",293,47,$46.76,TRUE,
15/05/2024,溱岸8號 2座 高層 C室,"$45,500",1262,36,$36.05,TRUE,
15/05/2024,美孚新邨 3期 百老匯街68-70號 中層 70號B室,"$15,500",543,29,$28.55,TRUE,
15/05/2024,Wetland Seasons Park 1期 10座 高層 B1室,"$13,500",463,29,$29.16,TRUE,
15/05/2024,嘉湖山莊 7期 景湖居 11座 低層 E室,"$11,000",446,25,$24.66,TRUE,
15/05/2024,浪澄灣 1座 高層 D室,"$22,000",574,38,$38.33,TRUE,
15/05/2024,君匯港 豪匯 (2座) 低層 A室,"$52,500",1428,37,$36.76,TRUE,
15/05/2024,形品‧星寓 低層 L室,"$17,200",367,47,$46.87,TRUE,
15/05/2024,匯璽 2A期 2B座 中層 D室,"$19,600",351,56,$55.84,TRUE,
15/05/2024,鳳輝閣 D室,"$18,000",536,34,$33.58,TRUE,
15/05/2024,擎天半島 1期 3座 中層 D室,"$38,000",808,47,$47.03,TRUE,
